,0,1,2,3,4,5,6,7
0,0.5630089,0.7242456,0.48323148,0.65969396,0.28890547,0.29889053,1.8770328,1.7494979
1,0.65909994,0.7923918,0.5851462,0.72974455,0.30334243,0.30880028,1.9060438,1.7089107
2,0.61984485,0.70044833,0.558913,0.6492115,0.26799986,0.26296818,1.6937199,1.6779861
3,0.49110773,0.62675524,0.42829022,0.56995136,0.24032123,0.26072508,1.6191307,1.5809336
4,0.584105,0.66815364,0.5125224,0.6092904,0.2801775,0.27421618,1.8416042,1.7228382
5,0.47045246,0.64882874,0.41455224,0.5924691,0.2224229,0.26449788,1.5046475,1.690063
6,0.37588045,0.6403041,0.33624092,0.60469,0.16801235,0.21056901,1.5158716,1.7156684
7,0.45375267,0.63894176,0.3725688,0.5683568,0.25900576,0.29191968,1.9597682,1.7696333
8,0.4407801,0.6333248,0.38563222,0.56678677,0.21348277,0.28258288,1.7915154,1.8246024
9,0.37588954,0.6124557,0.33808124,0.5517049,0.16429858,0.26593935,1.6576147,1.7272556
10,0.4811131,0.6854952,0.3989731,0.6103064,0.26886854,0.31213745,1.874872,1.7672131
11,0.40705588,0.62522936,0.35073388,0.56914866,0.20659196,0.25880796,1.879055,1.8293035
12,0.3698476,0.65707165,0.32014996,0.58596015,0.18517895,0.297311,1.6309829,1.8614023
13,0.442868,0.6852938,0.36980432,0.61334497,0.2436736,0.3056722,1.7701044,1.8721814
14,0.40229094,0.6643443,0.34077877,0.591546,0.21379389,0.30236846,1.5776452,1.8886174
15,0.3305674,0.5933646,0.2845621,0.53281254,0.16822365,0.26113665,1.4892128,1.6376832
16,0.5556646,0.7498977,0.4607189,0.6706382,0.31064653,0.33554575,1.9724212,1.8391376
17,0.46032825,0.6900649,0.38506985,0.6192817,0.25223663,0.30443352,1.9032544,1.8109367
18,0.4786857,0.727549,0.4024744,0.652369,0.25914156,0.32209042,1.9055111,1.7940357
19,0.43306062,0.6427161,0.35038006,0.5726508,0.2545099,0.29181337,1.8945118,1.8218206
20,0.51219416,0.7306854,0.42016393,0.65508056,0.29292518,0.32368296,1.7537313,1.8306179
21,0.37652737,0.64094573,0.3246015,0.5829482,0.19080546,0.26642597,1.6851723,1.7225752
22,0.47060612,0.70351654,0.3812444,0.6360985,0.2759037,0.30052325,1.9518323,1.8405797
23,0.34093055,0.5899815,0.29012176,0.5358891,0.17906143,0.24678136,1.6760174,1.7517455
24,0.57213706,0.7531254,0.4644394,0.671311,0.33412105,0.3413787,1.7522106,1.7997066
25,0.42375067,0.6647243,0.3580107,0.6019323,0.22670014,0.28202114,1.7929213,1.7451462
26,0.36240232,0.6204924,0.31248704,0.56124705,0.18354097,0.26459888,1.4311666,1.7642393
27,0.31813332,0.5736946,0.28147498,0.51835716,0.14825875,0.24582787,1.1918889,1.7290059
28,0.32066485,0.6122106,0.28084132,0.55597854,0.15477115,0.2562999,1.2556248,1.8195152
29,0.34285304,0.6064238,0.29715028,0.5402961,0.17102608,0.27537245,1.5953784,1.65468
30,0.43225664,0.71457016,0.37195653,0.63453126,0.22021386,0.32860404,1.6165525,1.8568792
31,0.32272297,0.58720315,0.2783811,0.52853537,0.16326074,0.2558474,1.2132914,1.7552056
32,0.40362507,0.6736002,0.3433774,0.6079267,0.21214415,0.29010737,1.8195606,1.8008964
33,0.34850097,0.60454875,0.30296195,0.5474034,0.17224109,0.25657108,1.7988327,1.8323598
34,0.41379154,0.6476168,0.34200913,0.5914332,0.23292318,0.26384515,1.9545557,1.804295
35,0.5169968,0.7221576,0.4289771,0.6500894,0.28855556,0.31447643,1.9457939,1.9236155
36,0.35826993,0.6182615,0.30922335,0.56792,0.18093722,0.24436474,1.5185925,1.6794853
37,0.40470958,0.64968526,0.32729274,0.57512087,0.23805319,0.30220345,1.9755261,1.8793613
38,0.34889516,0.6485285,0.29507142,0.58159703,0.18617381,0.28693926,1.3579484,1.6894639
39,0.3424659,0.58147293,0.2892319,0.5243895,0.18337885,0.2512498,1.637363,1.637315
40,0.3221687,0.60504687,0.28236666,0.5464673,0.15511845,0.25972146,1.3341656,1.7229347
41,0.33568,0.6484876,0.28747797,0.5801944,0.17331329,0.2896734,1.3989244,1.8118297
42,0.6656905,0.95063215,0.5878659,0.8788191,0.31234196,0.36246178,1.8816111,1.8508497
43,0.32046545,0.6123546,0.27925345,0.5479746,0.15721199,0.27331656,1.4276588,1.7242599
44,0.36519817,0.62656575,0.29906952,0.56016695,0.20958796,0.2807092,1.9317853,1.8067853
45,0.29594427,0.60271186,0.25497136,0.5389262,0.15024188,0.2698521,1.3961833,1.681136
46,0.29818326,0.60817194,0.25495756,0.54423577,0.15462825,0.27144167,1.523464,1.740237
47,0.39552656,0.65751946,0.33682394,0.5974816,0.20734246,0.27449515,1.9828968,1.7432702
48,0.3236579,0.6042244,0.2786679,0.53890795,0.16461661,0.27324954,1.4376268,1.6448861
49,0.35046256,0.66778547,0.29940578,0.59610915,0.18215427,0.30098385,1.5973183,1.7981105
50,0.3217538,0.6409845,0.2852227,0.5764385,0.14890772,0.28032094,1.2560354,1.803925
51,0.43921027,0.69427913,0.3456815,0.59798044,0.27094272,0.35276473,1.8899288,1.8077378
52,0.32291865,0.6385164,0.28671703,0.57318276,0.1485591,0.28136224,1.6413419,1.9413987
53,0.37601805,0.6730995,0.32006612,0.6104637,0.19735059,0.2835437,1.8982614,1.8442545
54,0.36829054,0.69748294,0.318416,0.6275532,0.18506533,0.30440006,1.8089285,1.885989
55,0.4015854,0.68671024,0.34585953,0.61540896,0.20408827,0.3047011,1.7988814,1.749736
56,0.3824069,0.6410162,0.3175551,0.5736415,0.21305817,0.28607208,1.7645402,1.872856
57,0.44231153,0.7207163,0.36520186,0.6494054,0.24953373,0.31257734,1.7894628,1.8507458
58,0.3141905,0.5967225,0.2698953,0.529425,0.16084842,0.27529415,1.2212057,1.719157
59,0.39361775,0.66541594,0.3177498,0.59652865,0.23231442,0.2948422,1.6913261,1.8440936
60,0.3449632,0.6605828,0.2924816,0.5895337,0.18290468,0.2980262,1.9101243,1.8785305
61,0.38915014,0.7388323,0.3170235,0.6562577,0.22568549,0.33940983,1.6362574,1.9509966
62,0.33764553,0.62452704,0.2878335,0.5621207,0.17651166,0.2721293,1.5241919,1.7617141
63,0.3319478,0.62249994,0.29122207,0.56118613,0.15930806,0.26939988,1.272193,1.8572097
64,0.3028773,0.6027049,0.2668469,0.5435423,0.14327389,0.2604129,1.0853431,1.9422033
65,0.29379314,0.5936669,0.2600611,0.53718597,0.13668443,0.25272834,1.2058291,1.8971381
66,0.30276155,0.58812284,0.26209542,0.52315277,0.15156038,0.2686999,1.2875065,1.791198
67,0.30656117,0.5937478,0.26608896,0.53436244,0.15223804,0.25883058,1.3583868,1.7439294
68,0.3835555,0.6740283,0.3065008,0.5835743,0.23059075,0.3372761,1.8113521,1.8183684
69,0.2877794,0.5976729,0.24209756,0.5325472,0.15558197,0.27130497,1.4604554,1.8856046
70,0.31055138,0.5999408,0.2771918,0.5439606,0.14002451,0.2530531,1.2756684,1.8213141
71,0.33876228,0.6407448,0.28273058,0.5677067,0.18661004,0.2970909,1.9033799,1.8773757
72,0.40151525,0.7025196,0.33539715,0.62542427,0.22073345,0.31996602,1.7028323,1.9302943
73,0.31452444,0.59750515,0.27769032,0.53693664,0.14769463,0.26212868,1.3986318,1.7904636
74,0.3442637,0.6541451,0.2932511,0.5910177,0.18033661,0.2803639,1.7061474,1.8250408
75,0.29583988,0.58181363,0.2557711,0.5264393,0.1486687,0.24772713,1.4597038,1.6267792
76,0.2772134,0.56194246,0.23973587,0.50178015,0.13919045,0.25297433,1.6197999,1.730654
77,0.30789074,0.6458559,0.26547375,0.5800213,0.15594995,0.2840865,1.5861828,1.8050351
78,0.28503916,0.58544695,0.254412,0.5355428,0.12853734,0.23652074,1.0254784,1.7583334
79,0.28086022,0.63409066,0.24878389,0.57854754,0.13034199,0.25952592,0.97797835,1.5810583
80,0.33297348,0.6587432,0.2864586,0.58909094,0.16974331,0.29481268,1.8116933,1.8333061
81,0.28992063,0.59463197,0.25697103,0.54162127,0.13423806,0.2454254,1.1595836,1.7135081
82,0.29357275,0.6181601,0.25493985,0.5605414,0.14557002,0.26060563,1.2160707,1.7615339
83,0.35176456,0.6675388,0.30295935,0.5935333,0.17875664,0.3054936,1.7656564,1.9464245
84,0.29808146,0.603897,0.26346177,0.5471093,0.13942903,0.2556618,1.1438276,1.6569295
85,0.29696023,0.57109547,0.259697,0.5163063,0.14402379,0.24408571,1.4959931,1.7397068
86,0.31853443,0.62027687,0.28322396,0.55837363,0.14576824,0.27011538,1.4064076,1.7179333
