,0,1,2,3,4,5,6,7
0,0.009203581,0.18098477,0.0071723587,0.14830372,0.0057674237,0.103737615,0.05646175,0.55752516
1,0.0039305277,0.057423633,0.0036860625,0.039716415,0.0013645487,0.041473847,0.033536375,0.5622182
2,0.001994285,0.089522935,0.0014765635,0.07352473,0.0013404974,0.051073182,0.03774768,0.4531043
3,0.0053737196,0.09264701,0.0029781999,0.06529624,0.0044729398,0.065725714,0.03645706,0.5647081
4,0.028265253,0.12720755,0.0064234463,0.07908351,0.027525693,0.09963714,0.50564975,0.8893859
5,0.009690512,0.05831174,0.002104781,0.038193516,0.009459171,0.044062622,0.43026936,0.68569916
6,0.0035691138,0.058877733,0.0032983834,0.039893482,0.0013635397,0.043302394,0.021302223,0.4773912
7,0.007753394,0.098002635,0.0030260915,0.061722003,0.0071384795,0.07612431,0.09591597,0.6765478
8,0.0043003284,0.09070364,0.0026409237,0.0648518,0.003393869,0.063414454,0.026476204,0.5921578
9,0.00929291,0.13175504,0.0064245583,0.09569288,0.0067144046,0.09056634,0.07052302,0.63384914
