,0
0,72.86553054662994
1,63.37294319987879
2,45.14636720112826
3,73.3231838073884
4,54.45216616690651
5,110.03226363354052
6,63.55775294793435
7,54.2285744770162
8,72.70946557501877
9,72.79383472895792
10,73.22058011370673
11,54.447731649396815
12,63.79857931477336
13,36.05168484407032
14,54.47791859517166
15,82.71407372980771
16,54.38811464211361
17,45.32495945015869
18,44.91702102689348
19,54.408684678380546
20,54.463193941163624
21,54.047342468373955
22,44.78960080071359
23,54.478247423252256
24,54.048896234189755
25,45.380838308948164
26,44.8038741311833
27,45.07671062388448
28,63.82906083956833
29,45.50508682958742
30,36.17255201192269
31,54.443571749341864
32,63.96275427921754
33,53.95495425578433
34,54.71438000825363
35,45.091537057528505
36,82.22813785655217
37,54.1401097487731
38,54.27419894492826
39,54.50861307474909
40,35.78203572152837
41,54.377417241957204
42,63.88704820785257
43,36.17862787999125
44,54.22054768434479
45,35.900971659099945
46,35.54291637806503
47,45.04751545553947
48,63.46914576619846
49,35.6151695308575
50,45.21325086551376
51,72.57665150302451
52,54.08252163907706
53,63.70630139430892
54,92.13259847656472
55,36.07254725350495
56,45.4969747266332
57,54.31050054787534
58,44.647088540776245
59,45.35596701011433
60,101.04728982851606
61,54.848055307951235
62,45.15097616455743
63,91.95601365345968
64,53.83966414662779
65,36.07396115400251
66,101.41280245473905
67,44.879036068702405
68,45.252344536535915
69,54.50656554721302
70,63.99380150381791
71,36.15486381004561
72,64.1599587548524
73,36.177773663883094
74,36.04529290697224
75,35.95015978284129
76,35.628577503811556
77,45.40538700912602
78,36.293977507663
79,44.73505559111878
80,63.66879478727826
81,54.093571268681316
82,44.923696357746934
83,72.60359436447557
84,36.17278258682616
85,82.46592448611656
86,63.69787767323992
87,45.0793577176311
88,54.95981408398183
89,36.135396250878046
90,54.35125227380047
91,45.247061718101264
92,82.62223782762175
93,45.00908060049926
94,44.94781409815375
95,36.059184190307406
96,45.43822425317016
97,63.756898203955615
98,119.27211318031351
99,35.91768834394047
100,63.959365346915575
101,101.25035071716002
102,36.05738870061365
103,35.39266779409888
104,63.68299938584502
105,64.15539103606683
106,63.47786501755091
107,63.97711746560389
108,54.384578556546145
109,64.0561131898861
110,36.03541340743429
111,35.87055274496798
112,72.95069535256702
113,63.8575296912585
114,45.390361067021416
115,36.024645240653
116,73.06926445949239
117,45.257308671725696
118,45.39850189616283
119,82.26045811718093
120,64.15314266758848
121,91.62553466968632
122,35.62955319914882
123,45.167455291609116
124,72.6960987032813
125,35.82102889747374
126,45.50788875903748
127,73.19832075321679
128,72.72579842566101
129,54.353511706511696
130,82.45953788276898
131,35.91714120293432
132,45.068421477675415
133,54.88469865741478
134,45.120695453655884
135,35.96838477649296
136,45.03165388096385
137,35.98414919898367
138,63.560002383830565
139,82.20230285186865
140,45.4257638049434
141,54.559482829818506
142,73.08061397830984
143,73.3845250326166
144,54.859875754189716
145,26.956589119448612
146,63.86162393541916
147,54.453077173690176
148,35.5836819017686
149,54.5692282689481
150,35.79694075978772
151,36.15214208755715
152,35.72341572734437
153,44.8554604953532
154,45.656836256521146
155,54.575727607101285
156,63.99398516962252
157,63.84528492056889
158,45.17440475167862
159,36.02906161838219
160,54.506735081553295
161,45.26722670259137
162,73.41401344355647
