,0
0,-210.57146776223644
1,-539.0272188836814
2,-747.7897908156549
3,0.6347103806183431
4,-517.7649360839681
5,-344.7112986877368
6,-229.86802254127133
7,-510.26818700371217
8,-321.1688160442004
9,-430.5461893821842
10,-471.576383966701
11,-82.48063939657214
12,-252.69351209932245
13,-806.0026809360335
14,-188.68885862557886
15,-317.7817014384036
16,-138.2020328370549
17,-18.66216466284808
18,-222.4901283598617
19,-233.2240616429882
20,-154.6409584543411
21,185.1526052469404
22,-55.9067700109931
23,-8.515482458829723
24,19.55352901820474
25,-33.286114676390866
26,34.781971573326445
27,62.686375659537546
28,168.01386102918985
29,141.91849977161797
30,250.23915639711348
31,726.7508295636902
32,661.3302561455085
33,562.5279029328934
34,745.2622818383807
35,1040.7940768161893
36,693.0296081628909
37,473.127524085205
38,982.9488577272266
39,910.4069311871344
40,1050.0964106192116
41,933.9511870374901
42,1132.145545154002
43,1085.29659589769
44,1198.0709735397859
45,609.6522115316427
46,1079.9899887947042
47,1292.234332058445
48,698.9389292616047
49,1332.4171354776201
50,1738.0221139923256
51,2079.0879318954876
52,1705.3050113701802
53,2385.516428282993
54,613.9150251216081
55,1648.4164562919875
56,1809.1560233566217
57,2527.0445843685898
58,2495.661394109089
59,2696.443837463418
60,2841.630800552945
61,2095.6240309238156
62,2873.3564044595823
63,2826.967334588543
64,2752.071508071614
65,2618.668631248021
66,2708.350338854146
67,2419.923216219062
68,1909.1740990670073
69,2865.720501346448
70,2511.4619401314662
71,2724.541619845499
72,2600.3433429604124
73,2886.2332951985486
74,2831.807159911333
75,2797.7029928189513
76,3006.55765637244
77,3007.7087363908067
78,2805.1967331212304
79,3010.0753759544696
80,2759.7812003018685
81,3088.1664049522205
82,3152.03414245291
83,2790.751142584664
84,3108.7784728198426
85,2690.0621401490257
86,2748.941988663073
87,2511.2187512595215
88,3110.4120873602797
89,3312.9836684080337
90,3032.028539524015
91,2901.5809621671424
92,2968.3323327727917
93,2770.5012514505033
94,2935.9488173221084
95,105.64972633720325
96,3158.4132083260574
97,3005.6499546792265
98,920.1545044956467
99,464.37405629275446
100,116.18564959785539
101,280.06843545507434
102,2614.4912160209806
103,2718.2453655366135
104,1170.2730734871718
105,2702.1505785927648
106,2838.5244802576412
107,852.1959332778391
108,2990.6439575459153
109,2829.822119428342
110,2529.5100603788983
111,2962.7252228703474
112,2904.9565499262712
113,2397.896213018234
114,2925.1986923612835
115,2938.717519758462
116,3203.324802714837
117,2510.7655600355797
118,2551.2135085190253
119,2971.8786399244336
120,3055.0416346924603
121,2994.823153015661
122,2941.167316020138
123,2897.7611213346254
124,2952.2400934363177
125,2846.7848988532455
126,3146.086223229932
127,2795.30008307179
128,2488.3393849527433
129,2628.865037491641
130,2262.026413233415
131,3094.5765083326155
132,2722.296705485061
133,3014.3752166507147
134,2531.8483412056385
135,2962.478921399669
136,3039.5957267458616
137,1051.0690256847904
138,2825.259122569013
139,3083.63258485992
140,3127.4325304794056
141,2575.828913382731
142,2560.632171328118
143,3219.9062826781637
144,2950.3638104877446
145,2823.075583554181
146,2800.68382628579
147,2922.4443033506773
148,2641.7842232969124
149,2795.0786952086323
150,3107.7342545741467
151,2895.981161789391
152,2666.798249171079
153,2911.7239611678556
154,2554.612845312934
155,2894.458496467246
156,2912.3734116130254
157,3017.592171252856
158,3051.7041822868478
159,2988.0111942098597
160,2556.252449977847
161,2961.0666411704074
162,3019.230597647599
163,2390.9742644922117
164,2495.6055484994563
165,2876.1371583455366
166,2963.3906566091437
167,2780.2591293334476
168,2975.356493821651
169,3073.6734567097837
170,2909.5706622274774
171,2835.302853434107
172,3000.28240600441
173,2882.0026458766015
174,2830.054427029481
175,2952.6402344955327
176,3148.829206115015
177,3135.5873453763134
178,3147.861198752333
179,2949.812634161477
180,3015.647193252545
181,2802.729316006152
182,2873.386025210913
183,2955.981151784275
184,2529.3300362289515
185,2461.9157044010262
186,2361.7222869675907
187,3138.2989517629717
188,2955.664640531191
189,3148.049811458661
190,2807.253663233134
191,3131.5915119465735
192,3044.378615960635
193,1224.0480290553157
194,194.9876501131578
195,3008.6936669205143
196,3113.3082623078685
197,3056.3067735392456
198,808.9563362110744
199,2842.169377863888
200,2899.103574108732
201,3088.5214365766747
202,2937.8676003621545
203,3149.351800874895
204,2952.8262293873076
205,3011.0150261747985
206,1982.9607201834472
207,2971.619264091545
208,2871.5212629158177
209,2462.082600144535
210,3138.5632821373947
211,3049.705726205187
212,1665.8848242094728
213,3032.1235057951953
214,3151.27066116016
215,3201.569136794849
216,3019.963494774308
217,3296.411619731417
218,3092.801404414208
219,2964.895352499765
220,3111.129655756118
221,3230.845137974804
222,2927.119170379123
223,2658.998590671241
224,2746.3492958802717
225,2955.025969190724
226,3054.185309429151
227,3227.791348326224
228,1819.5773089293273
229,3163.3691347236518
230,2786.7897191102434
231,2824.386679631793
232,2696.61818801685
233,2861.5689979099916
234,3085.774205092919
235,3161.5904755342503
236,3135.8729807828936
237,2993.9763231057154
238,2481.8385635659265
239,1777.4747671859468
240,3090.9283481720477
241,2647.2099239247555
242,2534.1294478197356
243,2903.156730304235
244,3152.4464565790454
245,3299.666095680079
246,3097.1709041328736
247,3084.4949386284543
248,2587.7547133866974
249,2024.139619781923
250,1042.18566196308
251,2912.2252882469224
252,3285.205460169961
253,3016.6246661396444
254,3332.396173599098
255,3181.4371585782574
256,3389.90048477613
257,3151.486515668167
258,2904.9130208772463
259,3106.3590720950783
260,3018.1583502168432
261,2392.994978251298
262,2731.6872148135544
263,3143.990956964418
264,3160.941862973027
265,3019.4681580795427
266,2731.5110582630223
267,3085.09923475334
268,2919.3060784193035
269,3182.5218369602203
270,3112.13850822789
271,3213.922651014058
272,3014.4852775425957
273,3237.3225162661556
274,3344.8927419554248
275,3224.1074150085283
276,2477.6818971058315
277,-81.32820838153151
278,2761.291983761608
279,2798.044153534297
280,2467.055979352443
281,2843.1906546418595
282,2407.1602335110115
283,3014.847705315089
284,2989.4513250389336
285,2916.6060815250216
286,3330.7135571416316
287,2616.6180781287903
288,2966.2672034259504
289,2939.7671954640737
290,3160.3268981305005
291,2252.113243843768
292,2928.529588361218
293,2958.5904118074377
294,3164.006892321128
295,2947.7475766014263
296,2934.3966772929284
297,2438.606638420251
298,3055.8670988326353
299,2977.4320394218394
300,3081.5315158414837
301,3200.8023475047185
302,3143.4255144551325
303,3270.34604042894
304,3118.7478110703896
305,3199.524276969295
306,3254.964430260286
307,2569.260392471172
308,3137.0082312692134
309,3415.177136875514
310,3108.819793659081
311,3163.533442530111
312,3152.72507879307
313,3203.682204282472
314,2891.188963760798
315,3354.5435645280927
316,2942.332774164445
317,3102.9288035806467
318,3189.4984384384916
319,3350.412373714548
320,3186.3679632939143
321,3032.0884150924767
322,2991.7223012853037
323,3088.4632660714706
324,3060.208290251963
325,3036.165233606423
326,3290.3095243994057
327,3004.2237038946078
328,3119.229062641975
329,2367.925522455207
330,3216.642159530296
331,2607.4984507235013
332,2985.6105538515553
333,3518.5760293805774
334,3254.7480971811306
335,3317.1810098085075
336,3352.9898492356356
337,2682.9713167559053
338,3063.585854576818
339,3026.4369410934423
340,3153.462405347052
341,3016.452234156346
342,3197.126975981937
343,2937.248387133109
344,3000.66582846459
345,3573.9323971884246
346,3512.588886024075
347,3212.7757696066205
348,3054.8210314341495
349,3355.840184013993
350,3505.746145249318
351,2754.480874065764
352,3354.265123264038
353,3078.5887077393472
354,3206.995809406664
355,2843.77104708333
356,3285.94611394125
357,3515.910344429814
358,2922.661500847436
359,3176.3574944246952
360,3358.5143914662644
361,3281.558616713933
362,3037.9103317208337
363,3315.8596790418596
364,3309.2000930814384
365,3410.612281999361
366,3075.4602407222387
367,3054.6701789584795
368,3061.547911197898
369,3394.2697766460115
370,3535.4598507603505
371,3339.416750572599
372,3030.8686058174226
373,3250.1888746184663
374,3316.222241085492
375,3419.9472651125234
376,3067.6062648840516
377,3298.7777009886704
378,3297.7667363165456
379,3344.445875224733
380,3511.1947666930446
381,3247.873962893216
382,3223.1393569678958
383,2979.907264492732
384,3109.867506901637
