,0,1,2,3,4,5,6,7
0,0.2539971,0.47141346,0.18965791,0.3961185,0.16895086,0.25557932,1.4029937,1.6831113
1,0.23771471,0.45052835,0.17234321,0.37911856,0.16372569,0.24340278,1.1543311,1.5295029
2,0.27690294,0.47681126,0.21494918,0.40113723,0.17456257,0.25775552,0.8593496,1.4152722
3,0.31282362,0.519903,0.23878172,0.46645492,0.2020938,0.22960605,1.7051505,1.8014499
4,0.33192217,0.51250505,0.25711328,0.45990476,0.20991686,0.22616158,1.3478062,1.5742091
5,0.24535263,0.47163102,0.19779882,0.40891317,0.14516728,0.23500177,1.0219924,1.6900563
6,0.30479908,0.50410587,0.24031392,0.45241407,0.18748786,0.22236054,1.4833364,1.3791032
7,0.2817679,0.4779977,0.21076645,0.41253534,0.18700443,0.24144647,1.2215376,1.6533244
8,0.24679428,0.4776549,0.19495696,0.4091106,0.15132481,0.24654151,1.2416805,1.6708912
9,0.22322685,0.4108155,0.16766596,0.35831997,0.14737147,0.20093825,1.321549,1.5997772
10,0.27030864,0.49325457,0.20544298,0.42937237,0.17566998,0.24277443,1.4848886,1.46137
11,0.2490008,0.4353318,0.19018072,0.37867612,0.16072553,0.21475141,1.020698,1.5159862
12,0.30632558,0.46101576,0.22975914,0.39403868,0.20259836,0.23930952,1.6656752,1.4524007
13,0.23032677,0.42931658,0.18297149,0.37215576,0.13989946,0.2140393,1.3255086,1.422471
14,0.2399008,0.4506609,0.17075023,0.3786921,0.16851336,0.24431035,1.2006865,1.6628447
15,0.21767284,0.4182188,0.158449,0.37015197,0.1492494,0.19466501,1.264533,1.6370938
16,0.24787746,0.40420428,0.19217914,0.34668273,0.15655804,0.2078273,1.1169283,1.5290592
17,0.20294037,0.45366278,0.14700797,0.3997362,0.13990517,0.2145248,0.9230307,1.4873435
18,0.2413241,0.37689188,0.1768425,0.33087736,0.16420734,0.18046515,1.2262757,1.1282972
19,0.24161516,0.41806966,0.17644751,0.3687764,0.16505806,0.19694209,1.7950501,1.2594403
20,0.1887907,0.3771064,0.13564369,0.32458705,0.1313115,0.19196998,1.3935931,1.3899674
21,0.23263723,0.40751648,0.17779063,0.35235205,0.15003523,0.20473817,1.1131829,1.3702884
22,0.24060233,0.41958585,0.18093805,0.37626135,0.15859038,0.18568704,1.3727922,1.1976632
23,0.22097637,0.44157276,0.17237143,0.3880819,0.13827018,0.21066307,1.4155462,1.2170892
24,0.24131946,0.40987164,0.16929752,0.36344272,0.1719693,0.18948388,1.5819082,1.6960659
25,0.25616774,0.44308174,0.18094783,0.38856742,0.18132786,0.21292436,1.5166104,1.6067567
26,0.18294439,0.3733667,0.14353359,0.32333025,0.11343172,0.186709,0.75062084,1.2544714
27,0.2514321,0.42986137,0.19465977,0.37211642,0.15914041,0.21519798,1.3229685,1.4566432
28,0.21437861,0.4366288,0.15692215,0.3835614,0.14606038,0.20862736,1.2627144,1.5945086
29,0.18844253,0.40382162,0.14119826,0.3520772,0.12479438,0.1977715,0.9778278,1.336356
30,0.23583703,0.42721185,0.17950568,0.38223743,0.1529602,0.19079962,1.2932395,1.2930379
31,0.2111302,0.44539928,0.15589245,0.3884185,0.14238507,0.21797156,1.3536166,1.3013827
32,0.19328511,0.40466452,0.15173832,0.35181168,0.11972726,0.1999548,0.79048395,1.3550193
33,0.16606121,0.37778938,0.12667215,0.33336705,0.10738012,0.1777392,0.890472,1.2519543
34,0.21661386,0.39441812,0.15587614,0.33953825,0.15041341,0.20069733,1.3490001,1.6301229
35,0.17464697,0.37869695,0.13611445,0.33313942,0.10942769,0.18008193,1.1253676,1.3063335
36,0.20576502,0.4198238,0.15243413,0.36952782,0.13821389,0.19925158,1.2753112,1.1334481
37,0.20945364,0.36985698,0.16700546,0.3241383,0.12641205,0.17812505,1.0074582,1.0901188
38,0.20911868,0.4135897,0.15670927,0.37203392,0.13846597,0.18068534,0.9697628,1.1136789
39,0.17435281,0.40796164,0.1309941,0.36530235,0.11506281,0.1816229,0.7864573,1.2768993
40,0.15548214,0.39615723,0.12137434,0.34331393,0.09717492,0.19767676,0.8348837,1.4328852
41,0.1631469,0.39481848,0.12541567,0.33901742,0.10434473,0.20235814,0.7018638,1.4260631
42,0.19957119,0.43086755,0.14622004,0.37884805,0.13582474,0.20523404,1.1280358,1.6616479
43,0.20155601,0.44102225,0.16087003,0.3894766,0.121431716,0.20690243,0.7549977,1.4925895
44,0.23175544,0.43643564,0.17197074,0.38187638,0.15535972,0.21129718,1.0616577,1.4586422
45,0.28680667,0.49258238,0.20425965,0.42161915,0.20133571,0.2547051,1.502269,1.7028131
46,0.17588478,0.38482675,0.119559854,0.34669998,0.1289996,0.16700523,1.0991318,1.0178617
47,0.17621851,0.39501396,0.13678215,0.34459156,0.11110179,0.1931131,0.87719953,1.2736859
48,0.20184621,0.44035804,0.14652532,0.38949496,0.13882443,0.20544799,1.1656095,1.4988835
49,0.20203093,0.43274516,0.1565338,0.38661313,0.12772496,0.19441873,1.3097183,1.3361772
50,0.19417293,0.41630664,0.14417383,0.37667835,0.13006549,0.17726997,1.091394,1.2386678
51,0.19354835,0.38353235,0.13974021,0.3419543,0.13391653,0.17367879,0.8962008,1.2311671
