,0,1,2,3,4,5
342,-2.1261473,-0.6280415,0.25129193,2.401986,-1.9480277,-1.2421525
343,-2.2697148,-0.46969032,0.08940087,2.589699,-1.9234382,-1.4755828
344,-2.3563702,-0.967453,0.2252186,2.4161055,-1.2773234,-1.1412791
345,-2.0444593,-0.76235235,-0.039836988,2.1266415,-0.6472802,-0.8791085
346,-2.2538114,-1.1136584,-0.45464024,2.064065,-0.012984157,-0.99169016
347,-2.198299,-0.93879026,-0.5242184,2.052078,0.74236923,-0.9240162
348,-2.3731127,-1.0970919,-0.38699383,2.0834553,1.5718149,-0.011491001
349,-2.829094,-1.3457203,-0.09891397,2.5566494,1.36293,1.0449632
350,-3.4172463,-1.3575776,-0.0036295652,3.0076315,1.1368788,1.8509182
351,-3.6215844,-1.3347707,-0.042253554,3.3859894,1.0470138,2.6491313
