,0,1,2,3,4
0,4493.63666307628,4565.961866278244,4330.047140066024,38.455899271725315,100.0
1,4486.888483945345,4558.94458578632,4247.387845913584,45.87504614646957,100.0
2,4423.2864364817815,4544.799926305654,2229.8282539412503,285.15552959004583,98.0
3,4414.630872687689,4533.77650648476,2765.580613703089,172.44458449684953,99.0
4,4424.143512037021,4526.978203305731,4219.845912501563,49.425264444307636,100.0
5,4395.637258231566,4530.765019919638,4185.370468272993,60.7600289538532,100.0
6,4292.28089745789,4494.857947246232,4.50841998046536,613.9458150054313,98.0
7,4307.968053658477,4481.196190308841,25.054682529434967,437.1805405267677,99.0
8,4233.825393409526,4507.900074455399,-19.800861723264493,639.9886638440526,96.0
9,4089.789715010249,4486.4831902424,40.0771545551629,823.9407651455282,92.0
10,4241.8692335510705,4462.393878867641,19.47319198228744,494.92244918376326,98.0
11,4033.9995927998825,4494.717607902397,17.91414796187457,960.5540698813924,91.0
12,3831.445435603129,4477.228334285564,13.951223353895172,1171.6540631320004,83.0
13,3694.0890890506125,4468.012109071853,12.071502282809622,1249.0793742472958,81.0
14,3746.1206765833053,4417.858784476513,5.17698731214502,1197.2681933196914,79.0
15,3447.4933686805957,4498.77568730025,21.648305783675717,1349.122037727976,63.0
16,3064.279078786152,4539.945140836866,13.793009250207627,1507.5263584868333,54.0
17,3222.6605801309556,4456.730488900913,17.57769937199731,1463.8067822891232,55.00000000000001
18,2889.418938300031,4460.78536838066,22.864932214970384,1452.116547121683,38.0
19,2701.667751245177,4485.8996147522375,-9.24391573065565,1569.9806865914625,40.0
20,2546.4484702352347,4412.475654890585,7.730789728839774,1730.170849535156,41.0
21,2586.2165637910443,4498.228945065346,11.492068438755862,1568.9428323721845,32.0
22,2075.42351383536,4379.029649353606,-2.732969511362198,1526.4184551494009,19.0
23,2077.5665023723946,4406.6940157659965,-16.20683240009197,1532.7022139440353,25.0
24,1495.785217334289,4432.296778088689,7.185395671270927,1265.049567082361,8.0
25,1701.6159415849627,4395.394365568191,-10.55593091822782,1487.131564816252,17.0
26,1619.1861894264955,4494.276347186543,8.239362712727022,1438.0856059649757,13.0
27,1610.3412562439305,4354.285842750036,6.390809091053779,1438.3151544561747,16.0
28,1379.755673799007,4343.885372157426,-13.819247840082895,1348.9377407199006,7.000000000000001
29,1360.165559573978,4407.562097303452,1.9839337611882737,1391.347886629947,8.0
30,949.7197448470739,4425.335789410532,8.90399144145159,909.3704394529532,1.0
31,1067.5502608657976,4455.051237973343,-42.86670542128195,1186.4668043202014,5.0
32,946.1821297513645,4153.659878535704,-26.164741574511083,1108.8288758365134,6.0
33,732.1472299712119,4132.497118728648,7.365992311954667,979.6177111660727,4.0
34,768.9414429938068,4242.801396765626,3.7130242469425285,972.7077075735344,1.0
35,622.0075316589772,3775.528297229584,5.261036863268046,727.6484538666527,0.0
36,726.2955694876619,4288.5241421691535,-39.84545836809772,906.2071648835877,1.0
37,583.4005934308811,3845.010017054735,-15.517180936471275,755.5254030791227,1.0
38,435.9279263556329,3691.01502515027,-14.515025801046889,609.1985675640966,1.0
39,337.3850444309604,2268.007250481548,4.732041243654565,397.8111372952361,0.0
40,394.34076267424064,2612.0396544670702,-6.752472606714948,503.3098941124525,0.0
