,0,1,2,3,4
0,4491.09171845858,5822.783147559137,-3356.9699978951303,1740.4908912996193,79.0
1,4547.9433646630705,5850.630526347168,32.09289634496069,1563.7455174467734,80.0
2,4551.254473129899,5955.62643437782,-2102.6651224825387,1671.1779860959323,80.0
3,3869.6223793634267,5692.85111202204,-2119.7478439478664,1980.3721824972536,71.0
4,3753.3984092617015,5665.262513192112,-1897.8215444928603,1890.6894102454335,65.0
5,3591.3003135353083,5666.883382576058,5.233542370252125,1808.320776210132,60.0
6,3465.406016212472,5389.421257213514,-2121.507820545472,1828.575660001504,56.99999999999999
7,3077.0788601237414,5443.863560971874,-1417.5655380400867,1700.0054251653316,51.0
8,3101.2990866264277,5303.4749234627525,-2215.0031152471624,1836.422853399309,55.00000000000001
9,2526.4382059867103,5058.006803182713,-1329.887807594154,1746.3231417343638,44.0
10,2208.594997768387,4940.023273862524,-612.8592775235711,1718.9845591485491,33.0
11,2286.337524862465,4836.6975923215405,-2215.9603458344054,1622.4555656618575,34.0
12,1477.9340711263671,4608.2991730544345,-3214.2761104108813,1492.2146556368557,31.0
13,1757.2968555940402,4565.426129084019,-2410.1245783341265,1556.6923731532488,31.0
14,1258.049888156998,4515.5434873961785,-2330.0837320302862,1278.1429436015349,27.0
15,1341.0782964329162,4385.250303629089,-1708.9945731141088,1343.647674208792,31.0
16,1152.1547254594525,3861.141187360021,-428.3816316170687,1046.9843064283934,22.0
17,732.4976820444915,3629.7541194919377,-3681.62221465331,1011.8241215289062,19.0
18,670.8272662389542,3454.8307538212007,-1316.858965930999,783.8692259027266,13.0
19,502.71220726093287,3100.1095304781315,-2945.001853249687,839.8054457794653,17.0
20,422.61307654984944,2840.1557798601143,-3440.109890569381,803.7617651722848,11.0
21,403.0627793534904,2185.140265843255,-2693.996793777999,760.8318633922547,13.0
22,181.44839199813472,1764.9847922412798,-2752.4358570506392,577.0823810096877,10.0
23,-99.91111803246407,1658.0964810460966,-4834.794042969909,1043.2438558197377,19.0
24,30.56402913923375,1498.7187328289406,-2277.0778496470175,693.4517779536593,14.000000000000002
25,1.2240856666472073,1289.3076609677976,-5975.6742720603725,801.0762453851886,10.0
26,-369.4507149803036,1621.661588800831,-5343.121830493204,1170.1791639941277,23.0
27,-180.64866055691542,590.2329337990171,-4797.656812874003,838.1913342985002,9.0
28,-215.74544755678988,440.64416446601274,-2920.762546919554,681.6748413585966,8.0
29,-198.43111577666633,409.142614620328,-3194.696138680461,640.4566565859121,8.0
30,-308.25922923826806,208.3396453072489,-3343.1144303463343,786.234010807313,11.0
31,-397.05613559778396,74.94225727702045,-3588.0364284749,895.533436146867,9.0
32,-536.0907565347139,74.46114862179704,-6729.6154871019435,1168.292837219535,12.0
33,-622.3244552473574,0.9452375922951521,-4142.4251833915,1167.4078798149737,13.0
34,-520.2349209847583,-21.266239708009678,-7448.854006707418,1122.5920493608332,9.0
35,-570.6694964509863,-5.00669847651524,-6753.823589223946,1127.8503797700844,10.0
36,-807.4968885347336,-48.893634891941396,-4733.918592063225,1404.2789589495642,15.0
37,-866.1055483711792,-35.41745946988039,-4727.86078769081,1459.4648593675986,16.0
38,-833.8842826888653,-41.52200508565312,-7931.748514069232,1510.3174261195304,12.0
39,-859.077365757169,-37.10737019306294,-8662.772029244154,1683.6416681609157,11.0
40,-1005.3281617286391,-48.744351937093754,-8090.923000240071,1752.204331849808,14.000000000000002
