,0,1,2,3,4,5,6,7,8,9,10,11
0,0.016767703,0.03475584,0.14834224,0.18327971,0.01676685,0.034753125,0.14743985,0.18244287,0.013000756,0.020842142,0.12781739,0.13226613
1,0.00871034,0.020842826,0.072231606,0.11284156,0.008709962,0.0208405,0.072032675,0.11236014,0.009010794,0.017648384,0.07319232,0.102040805
2,0.011177933,0.030236702,0.09186092,0.14448206,0.011177502,0.030233439,0.09149791,0.14390284,0.009911559,0.021076545,0.09032441,0.11368566
3,0.0061798044,0.019437058,0.04947029,0.10554165,0.006179609,0.019434473,0.049330924,0.10510975,0.007012544,0.017805066,0.06091576,0.09766422
4,0.0064584194,0.020313764,0.049417693,0.11228569,0.006458061,0.020309689,0.04922309,0.11172815,0.008248637,0.020170696,0.06619106,0.105715506
5,0.010616362,0.02797657,0.09570308,0.16247553,0.010615515,0.027971305,0.09393991,0.16092923,0.011582838,0.023296949,0.13522531,0.1495406
6,0.0036437823,0.013890543,0.02448924,0.08238633,0.0036436273,0.013888251,0.024435228,0.08207704,0.005797219,0.015885172,0.040318765,0.08445159
7,0.0059458944,0.0184372,0.044714537,0.113766655,0.005945401,0.018433299,0.044543013,0.11335445,0.008752978,0.019473447,0.06255224,0.09836551
8,0.00628101,0.019217962,0.044863075,0.11262304,0.0062804874,0.01921291,0.044527784,0.1119795,0.009001028,0.020991456,0.073990904,0.10964736
9,0.01016555,0.025375606,0.07928948,0.17390002,0.010164969,0.025371874,0.078659624,0.17253746,0.0104248915,0.020863447,0.09987105,0.14739907
10,0.004955661,0.019350048,0.033789873,0.09352542,0.00495546,0.019346874,0.033630095,0.09295043,0.0066806353,0.018719327,0.057289515,0.10175807
11,0.0041599497,0.014819089,0.028409394,0.08978559,0.004159739,0.014816915,0.02832958,0.08944583,0.0064729117,0.015932014,0.046130896,0.08833776
12,0.0036602234,0.011639294,0.022883842,0.08280984,0.0036599345,0.0116378125,0.022837948,0.08239622,0.0067809406,0.01362721,0.038059875,0.090919904
13,0.0039352593,0.014395989,0.034004413,0.09686213,0.0039350567,0.01439373,0.033829942,0.09634498,0.0063190837,0.01596827,0.058653478,0.09997935
14,0.0037926226,0.0138600385,0.022936376,0.08113448,0.0037924359,0.013857586,0.022858871,0.08078246,0.006134002,0.016146395,0.04340466,0.0868895
15,0.0075923535,0.02230691,0.04056971,0.13388668,0.0075919535,0.022304187,0.040451366,0.13289802,0.008826883,0.018670365,0.05564652,0.12743923
16,0.0055931043,0.019644396,0.033772387,0.10817685,0.0055928985,0.019641113,0.03366469,0.107813165,0.006927706,0.018950788,0.051913023,0.09414351
17,0.0037833499,0.013155408,0.03341592,0.09309231,0.0037832283,0.013153966,0.03251189,0.09269167,0.0055080093,0.013956868,0.08786444,0.09288384
18,0.0046232254,0.017393326,0.024465604,0.102076456,0.0046230773,0.017390504,0.024438664,0.10173866,0.006082481,0.017701259,0.033878937,0.09109021
