,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0028713688,0.009936408,0.09046464,0.11413023,0.0023495483,0.008488543,0.074240066,0.08818191,0.0016505701,0.005164962,0.051693927,0.072454534
1,0.0023808696,0.009526945,0.06481113,0.09270324,0.0019316894,0.008057333,0.052236196,0.07332126,0.001391803,0.0050835097,0.03836486,0.05672638
2,0.0013828492,0.0058950754,0.03722687,0.06495651,0.0008767368,0.0034506433,0.027733393,0.045807466,0.0010693944,0.0047796415,0.024833422,0.046054576
3,0.0010079885,0.0041745356,0.032578666,0.05092322,0.0007087052,0.002327658,0.029518312,0.04257158,0.0007167828,0.0034653654,0.013785458,0.027943432
4,0.0012594219,0.005518495,0.032689795,0.065803275,0.0007209138,0.003075644,0.027914576,0.052227423,0.0010326795,0.004581943,0.017011734,0.040029574
5,0.0013322511,0.006314747,0.03006725,0.061270583,0.00091724185,0.0044716485,0.023995232,0.048285756,0.0009662093,0.004458743,0.018118178,0.037716977
6,0.0012424921,0.0060192943,0.031645358,0.060794167,0.0009232094,0.004407997,0.027132038,0.050467443,0.0008315475,0.0040989593,0.016287453,0.03389643
7,0.0012672027,0.0064642737,0.025520157,0.06510201,0.0008436402,0.0045954525,0.020335807,0.048500784,0.0009455548,0.004546279,0.015418605,0.043427482
8,0.0013829202,0.007432165,0.025857316,0.07236558,0.0010701708,0.006104908,0.020702867,0.05525833,0.0008759012,0.004238771,0.015491677,0.04672573
9,0.0010519834,0.0061351615,0.027846765,0.06253682,0.00065252144,0.0040928363,0.023697449,0.04982247,0.00082515745,0.004570438,0.014624406,0.037796497
10,0.0013019146,0.0077245394,0.024787445,0.06632517,0.0010620942,0.0070034843,0.020306006,0.0565067,0.00075295253,0.0032587908,0.014215607,0.034727808
11,0.0012172011,0.0075781234,0.02501195,0.06961389,0.000886165,0.005990229,0.02130962,0.054943927,0.00083444,0.0046416707,0.013095712,0.04274644
12,0.0011108035,0.0078083356,0.02223312,0.06984758,0.00082653295,0.0063132443,0.017807648,0.053789392,0.00074211025,0.0045948937,0.013311623,0.04455766
13,0.0012824786,0.008775701,0.024460582,0.07456114,0.0009872966,0.007623443,0.017481256,0.06118704,0.00081853336,0.0043469584,0.01710923,0.042608794
14,0.0011381287,0.008172249,0.019360842,0.06525193,0.0008398004,0.006658316,0.01599841,0.053227417,0.0007681616,0.0047384053,0.010903812,0.03774463
15,0.0011988904,0.008799983,0.021393288,0.083134115,0.0009326675,0.007692281,0.017155899,0.06393852,0.00075330574,0.0042741676,0.012780763,0.053133283
16,0.0009468926,0.0071663843,0.018477056,0.061881885,0.0006257149,0.005236727,0.015095565,0.04421949,0.00071069435,0.0048922133,0.010654837,0.04328977
17,0.0009933303,0.0075398493,0.018665254,0.056737904,0.0006996086,0.00587042,0.015113408,0.04559826,0.00070516166,0.004731543,0.010953383,0.03376371
18,0.0008591576,0.006709841,0.055900894,0.08592956,0.00056343427,0.0046369666,0.037496485,0.06737684,0.000648609,0.004849795,0.041459903,0.053331517
19,0.0010598716,0.008749172,0.016307415,0.06453007,0.0007933465,0.007565522,0.013361414,0.054726288,0.0007028009,0.004394415,0.009349034,0.034193024
20,0.0008865974,0.00812486,0.02027701,0.06701733,0.0006822545,0.006928803,0.015911296,0.058391597,0.0005662011,0.004243234,0.012569321,0.032889884
21,0.0009059608,0.008132502,0.01837983,0.06413153,0.00066950056,0.0069245156,0.014775331,0.05493273,0.00061035564,0.0042648194,0.01093196,0.03309454
22,0.0010396501,0.008288959,0.017484812,0.06584827,0.00074041524,0.007004663,0.01373102,0.052528813,0.0007298339,0.004431878,0.0108248675,0.039707918
23,0.0009228227,0.008058796,0.019776648,0.06285017,0.00064288406,0.0064963517,0.015941102,0.05060406,0.0006620437,0.0047688163,0.011704574,0.037274294
24,0.0009145425,0.0071528503,0.024161993,0.07209359,0.00059555756,0.0050910637,0.020204065,0.052762914,0.00069404556,0.0050243745,0.013251325,0.049128007
25,0.0008938764,0.0075002746,0.040751852,0.084623516,0.0006200136,0.0056900172,0.028020978,0.06814113,0.00064389297,0.0048864936,0.029589495,0.050178938
26,0.00082114275,0.008383905,0.018523987,0.060673665,0.0006173015,0.007216535,0.015225774,0.052603368,0.00054149266,0.00426749,0.010550542,0.030235402
27,0.00079964753,0.006505038,0.029315516,0.05703632,0.0004762345,0.0042637354,0.024873853,0.043139238,0.00064236816,0.0049128486,0.015514218,0.0373115
28,0.0007791204,0.0083723795,0.017093979,0.057847835,0.000555261,0.007004708,0.014010007,0.048672274,0.0005465472,0.0045859353,0.009794071,0.0312631
29,0.00077709125,0.007864987,0.0212454,0.058608938,0.00051541114,0.006017485,0.017741555,0.047410354,0.0005815687,0.0050643734,0.011687781,0.034456726
30,0.00073977077,0.007878944,0.0190536,0.05674746,0.0004933498,0.0061363173,0.015475636,0.04545837,0.00055124116,0.004942001,0.01111505,0.03396779
31,0.0008200778,0.008392127,0.02366506,0.0715024,0.0005879302,0.006729334,0.018964294,0.05593023,0.00057172164,0.005014366,0.014155937,0.044546634
32,0.0008447485,0.008564823,0.019569078,0.07287445,0.0006037897,0.0071137846,0.015934512,0.056276713,0.0005907944,0.004769725,0.011359584,0.046299208
33,0.0009376169,0.008861681,0.020809371,0.07664747,0.0006604112,0.0073082154,0.016707564,0.0589729,0.0006655693,0.005011925,0.012405127,0.04895949
34,0.00073367124,0.008748106,0.018006187,0.06488721,0.00054320996,0.007312198,0.014665784,0.05391952,0.0004931495,0.0048021986,0.010446893,0.03609759
35,0.00084015715,0.009191108,0.018854795,0.07785387,0.0006137078,0.007826635,0.014856559,0.06128683,0.00057378283,0.0048187408,0.011609734,0.04801198
36,0.0007932561,0.0073082005,0.018995617,0.07156647,0.00048334175,0.0052119694,0.016168665,0.050478853,0.00062899606,0.005123004,0.009970341,0.0507311
37,0.00075056177,0.007580718,0.070275456,0.14493376,0.0005411135,0.005770177,0.04116512,0.098252706,0.00052013376,0.0049165376,0.05695676,0.10654671
38,0.0006498465,0.0077560544,0.016085176,0.056460846,0.0004434585,0.0058750524,0.013322628,0.04480217,0.0004750211,0.005063609,0.009013348,0.034359757
39,0.0007362448,0.008735973,0.019547883,0.06911636,0.0005014773,0.0072882744,0.013975253,0.05287394,0.0005390519,0.0048164595,0.013667921,0.04451312
40,0.000541028,0.0034884296,0.08977779,0.3081009,0.00027572532,0.0026184483,0.07780867,0.30652502,0.00046549633,0.0023049663,0.044786856,0.031122092
41,0.00081203686,0.005044173,0.10444613,0.26771572,0.0003681669,0.0031409028,0.08630765,0.25621778,0.0007237797,0.0039469493,0.058821622,0.07761548
42,0.0010568511,0.006764869,0.0882308,0.2102909,0.0005760798,0.0044964375,0.08278544,0.20034409,0.00088603963,0.005054256,0.03051632,0.063910134
43,0.0017684972,0.011185808,0.0655703,0.19262074,0.001355728,0.010083534,0.05596585,0.16383198,0.0011355984,0.0048419675,0.034165602,0.1013007
44,0.0007891175,0.005233538,0.066378035,0.104258105,0.0004366137,0.0032715541,0.058499634,0.09261995,0.00065732404,0.004084954,0.03136617,0.047867496
45,0.0008215286,0.0069520273,0.055190716,0.07911654,0.00047363187,0.0047674933,0.04614626,0.06307491,0.0006712541,0.0050598113,0.030274378,0.04775963
46,0.0006955333,0.007081782,0.051224843,0.07359431,0.00044953558,0.0050711483,0.039833423,0.063738234,0.0005307394,0.004943186,0.032206878,0.03679076
47,0.00074156816,0.008299121,0.02194013,0.06921837,0.00049070205,0.0068938667,0.017594855,0.05929627,0.000555999,0.0046206075,0.013106884,0.035709027
48,0.00069574453,0.008653972,0.022208208,0.07176753,0.00050269807,0.0073369592,0.018129576,0.060006242,0.0004809939,0.0045891465,0.012826651,0.039367873
49,0.00077188347,0.008563526,0.024512408,0.07300904,0.000485069,0.006890603,0.019179545,0.058462303,0.00060042663,0.0050846413,0.015264442,0.04373189
50,0.0006403141,0.007068274,0.0512164,0.12026011,0.00039692406,0.005120526,0.03430781,0.09443166,0.00050244736,0.0048724446,0.038027544,0.07446581
51,0.0005997036,0.008625433,0.017503362,0.06885224,0.00042891726,0.006704187,0.013749015,0.053788733,0.00041913523,0.005426967,0.010832003,0.04298143
52,0.0005999058,0.008443707,0.020017685,0.077050515,0.0004026939,0.00676697,0.015932916,0.05972603,0.00044466232,0.0050501786,0.0121181635,0.04867836
53,0.0005953381,0.008264643,0.01638647,0.06194501,0.0004103072,0.0066341427,0.0135345915,0.050710242,0.00043136466,0.00492874,0.00923749,0.03557605
54,0.0007227239,0.008446729,0.020994682,0.08425131,0.00048577954,0.006494288,0.01593706,0.059978213,0.000535115,0.00540106,0.013666995,0.059168372
55,0.00071891746,0.008932941,0.015181696,0.06522124,0.00049347983,0.00740223,0.011953484,0.051383417,0.00052280014,0.0050004423,0.009359386,0.040169083
56,0.0006327329,0.008111366,0.03520309,0.063821085,0.00042424398,0.006212959,0.023640543,0.049494807,0.0004694336,0.0052147293,0.026084142,0.040291376
57,0.00073769974,0.008703846,0.016112717,0.0816639,0.0005138693,0.007112413,0.012031594,0.05811623,0.0005292818,0.0050170217,0.010717293,0.05737156
58,0.0006426455,0.009179722,0.017293675,0.07687504,0.00044666795,0.0075624757,0.013881062,0.058756962,0.00046204,0.0052034846,0.010314421,0.049572077
59,0.00059057603,0.009033436,0.013781756,0.060447622,0.00042117346,0.0074905464,0.011265569,0.048041668,0.0004139963,0.005049225,0.00793875,0.036686692
60,0.0005732761,0.009125612,0.013205745,0.060241904,0.00040591368,0.0073715807,0.0106751025,0.04895555,0.0004048204,0.005379273,0.0077739237,0.035106145
61,0.0005214617,0.0077153393,0.022544408,0.05911662,0.0003402468,0.005555653,0.016639166,0.04920633,0.00039516378,0.0053536133,0.015211458,0.03276449
62,0.000558632,0.008504721,0.0136111,0.05622884,0.00037017703,0.0067967935,0.010561859,0.04532396,0.00041837626,0.00511213,0.008585405,0.033277936
63,0.00061113184,0.0084679015,0.013760434,0.06230642,0.00041981612,0.0066715456,0.010749436,0.048597455,0.0004441132,0.0052149636,0.008590645,0.038992014
64,0.0005032789,0.0070357486,0.060674027,0.14220394,0.00029444802,0.004827958,0.041308925,0.08861853,0.00040815448,0.0051178685,0.044439964,0.11121473
65,0.00073451875,0.003973753,0.07885958,0.17374253,0.00023235587,0.001858245,0.07621743,0.14312112,0.0006967988,0.003512498,0.02024198,0.098502845
66,0.00019726556,0.0014982785,0.07292146,0.054834187,0.00011286433,0.00084635895,0.06762693,0.05287872,0.00016178796,0.0012363312,0.027278885,0.014513072
67,0.0005721125,0.008746607,0.016051965,0.06964372,0.0003974392,0.0070751016,0.012797146,0.05578513,0.0004115274,0.0051425747,0.009690129,0.041692533
68,0.0005672172,0.008659571,0.013297182,0.062473908,0.00036866096,0.0069390764,0.010600076,0.049394637,0.00043107357,0.0051804823,0.008028289,0.03825126
69,0.00060593075,0.008412906,0.024157364,0.113279976,0.00040666637,0.006502504,0.018348642,0.08415736,0.00044919323,0.0053380164,0.015713232,0.07582804
70,0.00053217786,0.0085016675,0.012288494,0.055872336,0.0003636623,0.0066861627,0.009844503,0.046106793,0.00038853963,0.0052510547,0.0073547834,0.03155759
71,0.0006358294,0.008744305,0.014897165,0.07109028,0.0004211827,0.0069838692,0.011917009,0.054242335,0.0004763236,0.0052619805,0.0089392625,0.045952123
72,0.0005517457,0.00804748,0.019866724,0.054088034,0.0003321481,0.006140714,0.014302421,0.041756734,0.0004405689,0.0052013043,0.013788671,0.034378637
73,0.0005823385,0.008779484,0.013363018,0.062626585,0.00039484008,0.007052173,0.0108438665,0.05105255,0.0004280414,0.0052293595,0.00780902,0.036272936
74,0.00060584873,0.008709207,0.016172534,0.073034875,0.00040915192,0.006809046,0.011824804,0.053723253,0.00044681918,0.0054302104,0.011032899,0.04947631
75,0.00050916395,0.008466595,0.01363196,0.05620473,0.00034858822,0.00662817,0.011293272,0.04649325,0.00037112558,0.005267883,0.0076349443,0.03158084
76,0.00056347274,0.008976711,0.013608949,0.065777145,0.00037074377,0.0072319536,0.011287947,0.049912274,0.00042432372,0.0053179124,0.0076016937,0.04284155
77,0.0005873993,0.008962345,0.014182561,0.06161746,0.00036889414,0.0072880303,0.011970911,0.05153094,0.00045711602,0.0052161524,0.0076054144,0.033782747
78,0.0005494622,0.008859355,0.011661035,0.05654332,0.00037725052,0.0071471487,0.009164373,0.045845106,0.0003994882,0.005235116,0.007210686,0.033096425
79,0.0004391483,0.008864231,0.012796147,0.057682782,0.00029530548,0.0069565354,0.010506537,0.046644263,0.0003250322,0.0054937433,0.0073043867,0.03393547
80,0.00055738626,0.007543028,0.02356122,0.07208636,0.00034737276,0.005350575,0.018010944,0.0520865,0.0004359032,0.005316824,0.015190029,0.04983412
81,0.00062546314,0.009350514,0.013842169,0.061489798,0.00041424565,0.0077230902,0.010933921,0.048889235,0.00046862,0.0052712425,0.008488523,0.03729394
82,0.0005853649,0.008832682,0.01379314,0.06211001,0.0003849245,0.0070571126,0.010803531,0.048398037,0.00044100473,0.005311632,0.008575221,0.038926646
83,0.00051029405,0.007999578,0.020438507,0.06485398,0.00031519966,0.0059092985,0.015375409,0.0489364,0.0004013094,0.005391979,0.013465859,0.042558987
84,0.00056173163,0.009064645,0.012046779,0.063498594,0.00037140877,0.0072431513,0.009540153,0.04640865,0.00042142373,0.0054501877,0.007355975,0.043339457
85,0.00047451028,0.008743478,0.013388471,0.05598567,0.00032480832,0.006961814,0.01082822,0.04618772,0.0003459184,0.0052897586,0.0078740595,0.031640004
86,0.0005711648,0.0092245815,0.013167824,0.06121685,0.0003537625,0.007514398,0.010897288,0.049173612,0.00044842096,0.0053503946,0.0073919347,0.03646174
