,0,1,2,3
0,0.2872382,0.24580798,0.14860761,0.97325754
1,0.4645684,0.38067317,0.2662926,1.821409
2,0.46728614,0.40195513,0.23830317,1.8030329
3,0.43935496,0.38030255,0.22000624,1.7484381
4,0.4533459,0.37562177,0.25383225,1.7757113
5,0.39037305,0.32980275,0.20885704,1.6728189
6,0.36598155,0.31015512,0.19428402,1.627928
7,0.3631284,0.31829625,0.17478476,1.2740918
8,0.36211455,0.30510446,0.19503388,1.7885548
9,0.3842145,0.32492548,0.20504685,1.4548237
10,0.36636052,0.3199342,0.17849973,1.3388757
11,0.38714868,0.33306304,0.19736543,1.3130562
12,0.41674244,0.34734547,0.23027241,1.7426686
13,0.3287973,0.29181346,0.15150107,1.2184182
14,0.37366188,0.32092932,0.19138332,1.4071357
15,0.39122516,0.33849275,0.19616264,1.6123116
16,0.34032,0.29720917,0.16578421,1.2729468
17,0.29323938,0.25712654,0.1409797,1.0881257
18,0.32820788,0.30278027,0.126667,0.8859551
19,0.40499574,0.34931254,0.20494464,1.2972828
20,0.3522623,0.31427926,0.159114,1.4375278
21,0.4161605,0.35835803,0.21158703,1.570054
22,0.35092613,0.2976644,0.18586299,1.4509716
23,0.3862797,0.31914738,0.21761651,1.633203
24,0.3655712,0.31145197,0.1914157,1.3747869
25,0.385399,0.3290999,0.20056333,1.4592061
26,0.3828659,0.32644343,0.20005244,1.5196135
27,0.39189544,0.32411483,0.22029893,1.5709915
28,0.32633704,0.28556278,0.15795493,1.3023068
29,0.37475118,0.32079932,0.1937169,1.4756008
30,0.35900843,0.30195674,0.1941885,1.6164577
31,0.3528668,0.30996424,0.16863316,1.3050616
32,0.34903476,0.29234177,0.19068705,1.4955468
33,0.34676978,0.2992707,0.17517513,1.3569977
34,0.40004122,0.3436957,0.20471017,1.510653
35,0.35163933,0.30528784,0.174498,1.6252395
36,0.37177715,0.32217982,0.18552199,1.3609264
37,0.38564703,0.32969365,0.20006435,1.3305794
38,0.36855614,0.32227933,0.17880061,1.6115665
39,0.34834126,0.2996666,0.1775994,1.4158921
40,0.31341776,0.26482156,0.16763122,1.3167942
41,0.39484107,0.33804032,0.20402993,1.5859957
42,0.36040285,0.3136615,0.17750122,1.1857456
43,0.3438604,0.30209577,0.16425017,1.3042955
44,0.3128361,0.2730976,0.15259138,1.0991657
45,0.40415093,0.35080248,0.20068783,1.3793519
46,0.3634181,0.31739464,0.17701232,1.196285
47,0.35197377,0.30401817,0.17736542,1.4596642
