,0,1,2,3,4,5,6,7
0,0.90711844,0.925404,0.8455443,0.88122064,0.32850984,0.28252926,1.7950587,1.5977541
1,0.79605657,0.8059499,0.732622,0.7592587,0.31140167,0.270336,1.7835946,1.6378397
2,0.52772003,0.6449661,0.46309474,0.5904614,0.25304493,0.2594931,1.6697692,1.8530284
3,0.4805513,0.58789515,0.41793913,0.52348137,0.23718445,0.26755923,1.4909811,1.7597324
4,0.44318593,0.5672495,0.37257686,0.49086788,0.24000049,0.28428984,1.7526028,1.590632
5,0.4598832,0.60051596,0.3954078,0.5387316,0.23483026,0.26530683,1.9000039,1.7893099
6,0.80145913,0.8643031,0.73807454,0.8172388,0.31238234,0.28131944,1.9155521,1.6684572
7,0.5040247,0.59944695,0.41799098,0.5306209,0.2816459,0.27888724,1.778904,1.615156
8,0.5291622,0.6739589,0.45210057,0.6101156,0.2749868,0.2863208,1.8877102,1.8591359
9,0.5067867,0.688831,0.43330523,0.6181595,0.2628295,0.30391935,1.8434155,1.7609047
10,0.6163259,0.76094,0.53372014,0.6992961,0.3082214,0.30002433,1.9621763,1.798824
11,0.49765036,0.65523446,0.42818993,0.59427017,0.2535927,0.2759985,1.7858647,1.7616012
12,0.61938316,0.76984763,0.5331273,0.69698894,0.3152948,0.3269125,1.789111,1.7233877
13,0.5435478,0.7086231,0.46272594,0.6451351,0.2851822,0.29316792,1.7537274,1.7324414
14,0.46755448,0.6671832,0.4069731,0.60871655,0.23017403,0.27312565,1.7486551,1.6970958
15,0.47852182,0.69467103,0.41601518,0.6309117,0.23646247,0.29072016,1.8031211,1.8952569
16,0.63014746,0.7752879,0.54555225,0.70965976,0.31537056,0.3121768,1.8659539,1.818999
17,0.37450302,0.61418796,0.3274943,0.56143886,0.18165901,0.24902456,1.7217138,1.8530939
18,0.3656205,0.57783127,0.3289319,0.5309281,0.15963131,0.22804458,1.4459352,1.6915522
19,0.4494236,0.64101887,0.3855951,0.5840764,0.23086359,0.264121,1.7808424,1.7121191
20,0.46922743,0.67043823,0.40013903,0.61221164,0.24507782,0.2732843,1.7759106,1.7759733
21,0.48178586,0.6855693,0.4110115,0.6204038,0.25137058,0.29172653,1.8172176,1.8870811
22,0.45209953,0.68454325,0.37978166,0.61295766,0.24527511,0.30476606,1.9354689,1.8482733
23,0.39481467,0.6154006,0.34012872,0.55290085,0.20047715,0.2702195,1.8691403,1.7777681
24,0.4177106,0.6321637,0.36030352,0.5705052,0.2113374,0.27231365,1.902848,1.9009998
25,0.4200409,0.67202556,0.34236145,0.59909415,0.24335773,0.3044742,1.8983672,1.8663547
26,0.42198646,0.6380692,0.3550809,0.5702433,0.22801341,0.2862776,1.7264858,1.8206394
27,0.50144804,0.7157411,0.41645986,0.64381003,0.27930504,0.31272036,1.8154188,1.8126056
28,0.4911401,0.69162863,0.40302095,0.6166398,0.2807004,0.313218,1.6971253,1.8370203
29,0.44503456,0.6855087,0.36384723,0.6133298,0.25626346,0.30618417,1.8686583,1.8496561
30,0.33200803,0.57539135,0.29085425,0.51861304,0.16010353,0.24923022,1.5356467,1.7379102
31,0.32620022,0.56520826,0.28281903,0.5089564,0.16254222,0.2458125,1.8989589,1.742906
32,0.3685662,0.6175707,0.31425014,0.5556421,0.19258218,0.2695467,1.529047,1.6914442
33,0.42266843,0.6424616,0.353528,0.57549864,0.23166041,0.28558403,1.8874159,1.8075948
34,0.4183595,0.67495674,0.3508848,0.60084474,0.22782566,0.30749342,1.8850462,1.8383827
35,0.35595503,0.61996365,0.302776,0.55969954,0.18716483,0.2666296,1.9749837,1.8417456
36,0.3588323,0.5890452,0.31019086,0.5307385,0.1803947,0.255521,1.871645,1.839073
37,0.36420122,0.6228838,0.3113639,0.5605366,0.18893133,0.27163017,1.9119626,1.904053
38,0.34304845,0.5997417,0.29546785,0.53549826,0.17430145,0.27005863,1.6555474,1.6621082
39,0.37308878,0.6308636,0.3150912,0.5651375,0.1997818,0.28037196,1.9729133,1.6830583
40,0.3557402,0.6061768,0.30224454,0.5394538,0.18761486,0.27647766,1.7109745,1.8320899
41,0.38198268,0.64979935,0.32978097,0.58383626,0.19275708,0.28526196,1.8332462,1.6649698
42,0.37790114,0.6343436,0.32389155,0.56782264,0.19468829,0.28278846,1.663403,1.6866902
43,0.37119403,0.6080558,0.31335354,0.5451375,0.19898382,0.2693639,1.8745238,1.8167586
44,0.3705059,0.6553847,0.31797308,0.59171575,0.19017822,0.28178293,1.6255114,1.7881429
45,0.33454815,0.591799,0.28279603,0.5279663,0.17874245,0.26735312,1.8715545,1.7757373
46,0.35063982,0.6109204,0.30537644,0.55489916,0.17231806,0.25555956,1.7000418,1.7245421
47,0.3698606,0.60993934,0.31472313,0.5453497,0.19428383,0.27316597,1.6585711,1.6667163
48,0.3393184,0.5962578,0.2851561,0.5311623,0.18391024,0.27090576,1.7731559,1.7024326
49,0.33906975,0.5908086,0.28719443,0.5313158,0.18024334,0.2583763,1.6678166,1.6922505
50,0.3338373,0.6078558,0.28543997,0.5360604,0.17312238,0.2865797,1.432382,1.8242254
51,0.3408907,0.6044032,0.29836798,0.54327637,0.16487275,0.264866,1.6373471,1.6494753
52,0.34065643,0.6038891,0.29639336,0.5439428,0.16792195,0.26231328,1.5030818,1.7472875
53,0.38076314,0.65455747,0.31915578,0.5894197,0.20765392,0.28465742,1.6875488,1.7297308
54,0.40025887,0.65703934,0.33499,0.5913346,0.2190636,0.28639853,1.6248271,1.8946934
55,0.319723,0.5599223,0.27520514,0.50127864,0.16274194,0.24946475,1.4089203,1.6901762
56,0.35056552,0.6580544,0.3010453,0.58133274,0.1796327,0.3083632,1.6046999,1.8644922
57,0.3713818,0.6017404,0.30512333,0.53022945,0.21171726,0.2845141,1.9069788,1.8849983
58,0.33580217,0.6048779,0.28349757,0.5474955,0.17997837,0.25714964,1.4938751,1.775573
59,0.37187725,0.6289973,0.31114325,0.560293,0.2036727,0.28584847,1.5658414,1.809511
60,0.33694777,0.5892476,0.29034853,0.5316705,0.1709723,0.25404564,1.9152184,1.9464136
61,0.32760024,0.6173516,0.28726023,0.5552029,0.15749119,0.26994956,1.7373726,1.7153261
62,0.3150141,0.591285,0.27023053,0.5254347,0.16189298,0.27117592,1.6748605,1.8716958
63,0.28226545,0.53456396,0.23637578,0.47740462,0.15427338,0.24050671,1.470232,1.628243
64,0.35561356,0.6389293,0.30278143,0.571876,0.1865058,0.28493595,1.7185671,1.6823673
65,0.33422378,0.650705,0.2846784,0.57626903,0.17511067,0.3022102,1.4175878,1.904808
66,0.29783735,0.60167134,0.25985104,0.5373173,0.14554906,0.27073705,1.4776773,1.7845147
67,0.33782732,0.604527,0.29844892,0.54758316,0.1582894,0.25613585,1.5284173,1.7368199
68,0.3352401,0.66247976,0.28151226,0.59000516,0.18203509,0.3012861,1.6554718,1.7740955
69,0.34738824,0.5813774,0.2903489,0.5219772,0.1907252,0.25600678,1.7480123,1.822233
70,0.30072635,0.5486747,0.2591366,0.49390748,0.15259282,0.23895474,1.2029114,1.6972756
71,0.29905343,0.5490802,0.2553009,0.49932423,0.15573823,0.22839521,1.6292264,1.6010983
72,0.321902,0.5933213,0.26821753,0.52698106,0.17798948,0.272619,1.9848881,1.7813303
