,0,1,2,3
0,0.24899583,0.21398544,0.12731516,1.2960898
1,0.22209609,0.18693797,0.11992025,1.3154231
2,0.21006872,0.1746123,0.11678789,1.2626476
3,0.1990592,0.1685118,0.10596388,1.377628
4,0.19331485,0.1643279,0.10181832,1.3474329
5,0.19284935,0.16026245,0.107269846,1.3055927
6,0.183568,0.15023029,0.105489664,1.3139051
7,0.18623434,0.15318872,0.105907716,1.2534108
8,0.17929819,0.14970425,0.09867361,1.01335
9,0.1760372,0.14172952,0.10441189,1.3982689
10,0.18030572,0.1464778,0.10513994,1.3029202
11,0.17540075,0.14344014,0.100947246,1.0715431
12,0.17077935,0.13815017,0.10039978,1.096644
13,0.16791469,0.13536327,0.09935857,1.4193916
14,0.16566215,0.13456933,0.09661803,1.019516
15,0.1691952,0.13772435,0.098280326,1.3052579
16,0.16172978,0.12975295,0.09654374,1.4692647
17,0.16368511,0.13280249,0.09568865,1.1564789
18,0.16203362,0.13028072,0.096342236,1.1679403
19,0.1657242,0.13492392,0.096229136,1.2188087
20,0.16090868,0.13045038,0.09420351,1.3073356
21,0.16851223,0.13659003,0.09868909,1.3876476
22,0.16247347,0.13074698,0.096451305,1.3216801
23,0.16304845,0.1312959,0.09667564,1.428481
24,0.16259569,0.13028231,0.09728246,1.1939183
25,0.15733448,0.12719528,0.09260398,1.4772297
26,0.15376881,0.12456545,0.090157054,1.0637109
27,0.1566403,0.12793031,0.09038817,1.3886433
28,0.15726933,0.12570201,0.09451268,1.3949392
29,0.16088274,0.1294384,0.095545575,1.4192793
30,0.16064636,0.1301426,0.094181515,1.3264304
31,0.15327851,0.12445852,0.089467205,0.8176498
32,0.15056236,0.121094726,0.08947117,1.3425182
33,0.15431587,0.12360961,0.09237993,1.3855786
34,0.15258506,0.124937735,0.08759431,0.97953385
35,0.15339585,0.124533616,0.08956374,1.3001022
36,0.14924228,0.11956401,0.08931799,1.4508197
37,0.15555663,0.12503777,0.09253876,1.5031918
38,0.15029266,0.12204629,0.08770739,1.2738684
