,0,1,2,3
320,0.13382821,0.09251039,0.096704796,1.2278312
321,0.113223776,0.06789933,0.090605214,1.5542052
322,0.1525486,0.10347874,0.112085804,1.4260433
323,0.13080019,0.0853868,0.09908473,1.4083997
324,0.13754952,0.085737094,0.10755938,1.5934558
325,0.12318152,0.07438929,0.0981831,1.5762647
326,0.123871304,0.07335541,0.09981525,1.5182475
327,0.12348603,0.07090877,0.1010977,1.5001023
328,0.11860996,0.0733513,0.09320895,1.2783449
329,0.12634873,0.07625641,0.100742064,1.5388694
330,0.12212522,0.07697237,0.09481468,1.4548354
331,0.11811062,0.07262115,0.09314659,1.4425422
332,0.120827526,0.075270556,0.09451791,1.4575006
333,0.12848529,0.07781592,0.10224067,1.5467248
334,0.12314066,0.076258376,0.09668652,1.4280517
335,0.11961917,0.07666799,0.091819204,1.3841486
336,0.113406144,0.07017174,0.08908916,1.4764735
337,0.12828596,0.08069259,0.09972959,1.5935557
338,0.12959348,0.084490985,0.09826365,1.541483
339,0.1164762,0.0690369,0.09381157,1.4995227
340,0.11431853,0.0683972,0.09159994,1.5388298
341,0.11292741,0.07001088,0.0886063,1.1579678
342,0.10898634,0.06460297,0.087775156,1.460852
343,0.1277176,0.07593176,0.10269446,1.5462995
344,0.124535814,0.07751715,0.09746928,1.4613829
345,0.13376006,0.08783087,0.10088355,1.4982945
346,0.11897822,0.07854287,0.08936908,1.5328352
347,0.11557364,0.07051176,0.0915716,1.4221504
348,0.13384397,0.0903173,0.09877749,1.5465457
349,0.11647595,0.0728606,0.09087343,1.500961
350,0.13256557,0.0813973,0.10463323,1.4626222
351,0.12103093,0.07418605,0.09562905,1.4961915
352,0.112234,0.06639311,0.09048992,1.6308107
353,0.117327996,0.06709711,0.09624882,1.5762467
354,0.1144536,0.06853118,0.09166844,1.3673786
355,0.12364281,0.078285016,0.09570267,1.4945924
356,0.15775353,0.10237275,0.12002497,1.4822414
357,0.120508574,0.072605714,0.0961807,1.3956132
358,0.143874,0.096659414,0.10656775,1.531327
359,0.12227403,0.07187691,0.09891738,1.5241053
360,0.12136972,0.07056273,0.09874973,1.5630777
361,0.10710905,0.06471391,0.08534904,1.4324083
362,0.14037128,0.090303354,0.10746813,1.5440166
363,0.11600626,0.06495503,0.09611606,1.540406
364,0.12275785,0.07702942,0.0955822,1.3943548
365,0.11499539,0.06731623,0.09323339,1.5457647
366,0.12007319,0.069178544,0.098142244,1.5573465
367,0.119149275,0.07408081,0.09331979,1.3507838
368,0.1572772,0.10772603,0.11459154,1.4871824
369,0.11688228,0.07097148,0.092868276,1.376025
370,0.11692733,0.067693345,0.09533946,1.4438812
371,0.14487241,0.097710446,0.106961146,1.4996253
372,0.11723565,0.07253051,0.092106044,1.458099
373,0.13846822,0.08903716,0.10604636,1.5547564
374,0.1296581,0.077490345,0.10395416,1.5056442
375,0.11810874,0.06993388,0.0951784,1.3620155
376,0.12818481,0.081950575,0.09856697,1.3771067
377,0.13192484,0.083244726,0.1023449,1.538478
378,0.11544864,0.06794769,0.093335405,1.5425854
379,0.13447642,0.09062504,0.09935296,1.3735354
380,0.12183758,0.06999994,0.09972163,1.4530945
381,0.141512,0.08189882,0.115404636,1.5556437
382,0.1287736,0.07869026,0.10193372,1.5366046
383,0.11655472,0.06885822,0.09404015,1.4728731
384,0.11729769,0.07226751,0.092391305,1.5169275
385,0.11413334,0.069419734,0.09059426,1.3444328
386,0.12535217,0.07210288,0.10253947,1.5273676
387,0.12290152,0.07266993,0.09911541,1.4842384
388,0.13055433,0.081314094,0.102139376,1.3518621
389,0.12242638,0.078167796,0.094223216,1.4364116
390,0.12773125,0.07780522,0.101299636,1.312184
391,0.14168023,0.091682546,0.10801666,1.4126139
392,0.12931155,0.07830756,0.10290482,1.4620278
393,0.12415688,0.083566666,0.09182344,1.5500963
394,0.11836062,0.07696829,0.089917295,1.3404092
395,0.116877995,0.067236386,0.09560196,1.5633357
396,0.12689498,0.0745337,0.1026989,1.4808123
397,0.13484165,0.08483827,0.1048081,1.2764329
398,0.12705916,0.07620898,0.1016672,1.5760946
399,0.11634849,0.06819686,0.09426643,1.5536252
400,0.120958336,0.07268335,0.09668532,1.6125494
401,0.134265,0.07815601,0.10917293,1.5683403
402,0.12705539,0.0832707,0.09596386,1.5600173
403,0.122127034,0.06877255,0.100922495,1.4117601
404,0.13213015,0.080310956,0.10492151,1.4499615
405,0.11436811,0.06529648,0.09389587,1.5426817
406,0.12447644,0.07187116,0.1016313,1.5038924
407,0.12808995,0.07395309,0.104584776,1.439297
408,0.11110068,0.069224425,0.08689845,1.3441981
409,0.14005479,0.091106124,0.10637207,1.2592909
410,0.12201379,0.071945906,0.09854518,1.55087
411,0.13076305,0.08127742,0.102435134,1.5653892
412,0.13290757,0.08269171,0.10405048,1.4947209
413,0.12569135,0.07324196,0.102146626,1.4007103
414,0.119799055,0.07123737,0.09631745,1.3522797
415,0.13425717,0.07757656,0.10957584,1.5137304
416,0.110814616,0.06312989,0.091074124,1.3116223
417,0.120342955,0.0752942,0.09387871,1.2784624
418,0.12183806,0.07004702,0.09968916,1.521825
419,0.13237505,0.08444604,0.101941265,1.3683674
420,0.12624107,0.072964884,0.10301909,1.5467918
421,0.11859962,0.07271336,0.09369439,1.5476148
422,0.11561524,0.070652984,0.09151524,1.3870211
423,0.122634076,0.06956417,0.100994766,1.3594642
424,0.13991214,0.084601425,0.1114361,1.4921248
425,0.15097302,0.1000609,0.11305163,1.6003186
426,0.118644774,0.06966994,0.096034795,1.4629345
427,0.117363356,0.073531084,0.09147315,1.4520328
428,0.12396594,0.07157664,0.10121432,1.4990823
429,0.12465784,0.07379047,0.1004716,1.5013568
430,0.13316113,0.07712227,0.108554326,1.6039078
431,0.112313285,0.0666501,0.090399325,1.5330617
432,0.12369157,0.07284997,0.09996242,1.5552096
433,0.13108256,0.07526807,0.107318945,1.3881997
434,0.13929985,0.091575034,0.10496886,1.4824227
435,0.13668995,0.08818065,0.10444288,1.383727
436,0.12346336,0.07878341,0.09505986,1.3498542
437,0.12929992,0.07576307,0.10477799,1.3001347
438,0.11954792,0.07307536,0.09461341,1.4159927
439,0.1223199,0.076763,0.095234446,1.5314096
440,0.1349668,0.082037434,0.10717229,1.4894047
441,0.10846733,0.067903094,0.08458328,1.3751962
442,0.11954889,0.073400326,0.09436274,1.5679222
443,0.117372096,0.070725486,0.09367024,1.4763066
444,0.118127584,0.067416586,0.097000666,1.4721915
445,0.1304447,0.081644826,0.10173467,1.3838725
446,0.11821862,0.07014869,0.09515673,1.577265
447,0.13718344,0.08886366,0.10451099,1.4893672
448,0.11910363,0.0712985,0.09540544,1.3413978
449,0.12778696,0.075326815,0.103224896,1.4288431
450,0.12182787,0.07315376,0.09741949,1.2272208
451,0.112172894,0.068384595,0.088917404,1.3857266
452,0.11336534,0.06784812,0.090820335,1.2042145
453,0.14603125,0.09145793,0.11384449,1.3571923
454,0.12055985,0.07142925,0.09712126,1.3871615
455,0.1250777,0.07094379,0.1030117,1.515004
456,0.11412236,0.06852048,0.09126257,1.3421862
457,0.13500729,0.0797839,0.10891051,1.5161184
458,0.11474996,0.06654726,0.0934827,1.5383303
459,0.12035887,0.07630316,0.09308107,1.4456335
460,0.11945568,0.0714841,0.09570623,1.5681515
461,0.11296622,0.06681799,0.09108634,1.5518992
462,0.12666029,0.08243919,0.09615929,1.488539
463,0.11708233,0.07103963,0.093067944,1.5175093
464,0.12216619,0.074963674,0.09646255,1.4722629
465,0.117623076,0.07176215,0.09319539,1.2101283
466,0.11478531,0.07333449,0.0883047,1.3997506
467,0.1312682,0.08153644,0.10287443,1.5661099
468,0.12027291,0.07333012,0.0953324,1.4419498
469,0.12461845,0.07037789,0.102843136,1.5652916
470,0.11835626,0.06988202,0.09552333,1.4349779
471,0.12291133,0.06856974,0.102006786,1.5518554
472,0.13533717,0.07709536,0.11123154,1.5805783
473,0.118366465,0.07191674,0.09401384,1.5980787
474,0.11688809,0.06694222,0.09582049,1.5998626
475,0.13656949,0.08106068,0.10991083,1.526933
476,0.13745488,0.08563684,0.107518256,1.5448787
477,0.13504513,0.08723685,0.10308695,1.4881781
478,0.10971949,0.06620727,0.08749266,1.4710851
479,0.11572977,0.07137921,0.0910955,1.3110728
480,0.12052447,0.07230019,0.09643045,1.5126008
481,0.12179052,0.07475139,0.09615176,1.4021988
482,0.115962535,0.073850244,0.0894061,1.5053279
483,0.11792382,0.072368816,0.09310629,1.4341702
484,0.13597606,0.075998835,0.112754904,1.5422828
485,0.11060739,0.0654543,0.089161254,1.369806
486,0.14219351,0.08826309,0.11148374,1.5415531
487,0.1075647,0.062426873,0.087595955,1.5354998
488,0.119123556,0.070957065,0.09568446,1.3183573
489,0.11960045,0.0696975,0.09719325,1.5606283
490,0.117442586,0.06944443,0.0947113,1.4987146
491,0.11667062,0.07103317,0.09255443,1.472914
492,0.12757453,0.07670047,0.10194263,1.5123266
493,0.11387603,0.06689194,0.09215866,1.6108615
494,0.11074144,0.06706137,0.0881274,1.4487615
495,0.15480739,0.09851235,0.11941794,1.3636894
496,0.13204198,0.0772668,0.107074395,1.5294985
497,0.12779137,0.07884454,0.100569256,1.5730789
498,0.123242,0.07551082,0.09739972,1.5445892
499,0.11678216,0.06763659,0.09520171,1.5320154
500,0.12380444,0.07343629,0.09967272,1.6014438
501,0.13166645,0.076578744,0.10710625,1.4751589
502,0.124155074,0.075170435,0.09881239,1.6221634
503,0.13574965,0.08280031,0.1075736,1.5489756
504,0.13508183,0.083880745,0.105882585,1.5093137
505,0.11943087,0.06841678,0.09789217,1.6207423
506,0.13358274,0.080784,0.10638747,1.5284991
507,0.123224996,0.07193605,0.10004801,1.4928067
508,0.11724422,0.07069048,0.09353642,1.4326062
509,0.12264079,0.07559175,0.09657458,1.4363542
510,0.11301235,0.07023269,0.088539034,1.4504974
511,0.11869348,0.0708339,0.09524023,1.4975088
512,0.14090247,0.08196228,0.114611045,1.5457349
513,0.11909973,0.069789186,0.09651018,1.5882237
514,0.123664595,0.07158677,0.10083781,1.5340273
515,0.116205566,0.070252396,0.0925653,1.4408003
516,0.15065305,0.094601616,0.11724707,1.5857732
517,0.13058785,0.08266688,0.10109092,1.30107
518,0.12728094,0.08051084,0.09858215,1.2474048
519,0.11628749,0.068693995,0.093829185,1.5705979
520,0.12387302,0.073569775,0.09965948,1.2210512
521,0.122493975,0.069568366,0.10082171,1.5717337
522,0.12363604,0.078285165,0.0956938,1.3317447
523,0.124825336,0.07319807,0.10111086,1.4934105
524,0.11130517,0.06568319,0.08985855,1.4938544
525,0.12315055,0.07372269,0.09864594,1.3909457
526,0.14329077,0.09216768,0.10971492,1.5440042
527,0.1259026,0.07780595,0.09898332,1.4345255
528,0.13482098,0.08294246,0.1062885,1.6132272
529,0.118414156,0.070088,0.09544415,1.5396466
530,0.11718533,0.06898605,0.09472765,1.4236363
531,0.12804182,0.08060535,0.09948611,1.4627327
532,0.16132858,0.10570646,0.121873125,1.498201
533,0.123564,0.07156293,0.100731365,1.5152181
534,0.13364501,0.0880381,0.10054991,1.5553224
535,0.13396308,0.08511055,0.10345192,1.5665662
536,0.12022762,0.071537495,0.0966285,1.2803967
537,0.117135264,0.07190024,0.09247176,1.4879711
538,0.12124897,0.07170635,0.097772755,1.5073459
